medicinalproduct,activesubstancename,rancount,activesubstancecount,source
"POLLENS - TREES, TREE MIX 11",ACER SACCHARUM POLLEN\BETULA NIGRA POLLEN\CARYA OVATA POLLEN\FAGUS GRANDIFOLIA POLLEN\FRAXINUS AMERICANA POLLEN\JUGLANS NIGRA POLLEN\PLATANUS OCCIDENTALIS POLLEN\POPULUS DELTOIDES POLLEN\QUERCUS RUBRA POLLEN\SALIX NIGRA POLLEN\ULMUS AMERICANA POLLEN,1.249,1,faers
CORTONE ACETATO,CORTISONE ACETATE,1.017,179,faers
CORTONE,CORTISONE ACETATE,2.017,179,faers
CORTISONE (CORTISONE ACETATE),CORTISONE ACETATE,1.017,179,faers
CORTISONE ACETATE.,CORTISONE ACETATE,32.017,179,faers
CORTISON,CORTISONE ACETATE,30.017,179,faers
SAFFLOWER OIL,SAFFLOWER OIL,5.013,7,faers
LIPOSYN,SAFFLOWER OIL,2.013,7,faers
MONOCID,CEFONICID SODIUM,1.016,1,faers
LOFEXIDINE HYDROCHLORIDE.,LOFEXIDINE HYDROCHLORIDE,4.024,7,faers
WESTHROID,THYROGLOBULIN,10.013,16,faers
THYROGLOBULIN,THYROGLOBULIN,1.013,16,faers
BUPROPION HYDROBROMIDE,BUPROPION HYDROBROMIDE,2.022,20,faers
APLENZIN,BUPROPION HYDROBROMIDE,11.022,20,faers
LACTOBACILLUS CASEI,LACTOBACILLUS CASEI,5.019,11,faers
BIOLACTIS,LACTOBACILLUS CASEI,5.019,11,faers
ROPION INTRAVENOUS,FLURBIPROFEN AXETIL,1.019,144,faers
ROPION,FLURBIPROFEN AXETIL,34.019,144,faers
FLURBIPROFEN AXETIL,FLURBIPROFEN AXETIL,6.019,144,faers
MEPHENESIN,MEPHENESIN,1.01,5,faers
DECONTRACTYL /00140701/,MEPHENESIN,1.01,5,faers
DECONTRACTYL,MEPHENESIN,3.01,5,faers
ANTI-LIPIDE,CLOFIBRATE\INOSITOL NIACINATE,1.029,1,faers
DISINFECTANT (ISOPROPANOL/PINE OIL),ISOPROPYL ALCOHOL\WHITE PINE OIL,1.032,1,faers
BROMINE,BROMINE,1.007,1,faers
RHINOFLUIMUCIL,ACETYLCYSTEINE\BENZALKONIUM CHLORIDE\TUAMINOHEPTANE SULFATE,10.059,13,faers
ANTIANGIN,"BISMUTH CAMPHOCARBONATE, D-",1.027,1,faers
GARLIQUE,GARLIC,10.006,465,faers
GARLIC TABLETS,GARLIC,3.006,465,faers
GARLIC (ALLIUM SATIVUM),GARLIC,1.006,465,faers
GARLIC.,GARLIC,44.006,465,faers
MYCAMINE,MICAFUNGIN SODIUM,39.017,762,faers
MICAFUNGIN SODIUM,MICAFUNGIN SODIUM,28.017,762,faers
MICAFUNGIN/MICAFUNGIN SODIUM,MICAFUNGIN SODIUM,1.017,762,faers
FUNGUARD,MICAFUNGIN SODIUM,43.017,762,faers
RICOLA ORIGINAL HERB COUGH DROP,HERBALS\MENTHOL,1.015,7,faers
RICOLA NATURAL HERB COUGH DROPS (4.9 MG. MENTHOL),HERBALS\MENTHOL,1.015,7,faers
RICOLA COUGH DROPS,HERBALS\MENTHOL,3.015,7,faers
HEMABATE,CARBOPROST TROMETHAMINE,4.023,6,faers
XYLOCAINE NAPHAZOLINE,LIDOCAINE HYDROCHLORIDE\NAPHAZOLINE NITRATE,1.043,2,faers
MENACTRA,NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS,5.299,5,faers
ELASZYM,ELASTASE,1.008,1,faers
"TRYPTOPHAN, L-",TRYPTOPHAN,1.01,47,faers
TRYPTOPHAN /00215101/,TRYPTOPHAN,1.01,47,faers
TRYPTOPHAN                         /00215101/,TRYPTOPHAN,6.01,47,faers
TRYPTOPHAN,TRYPTOPHAN,15.01,47,faers
TRYPHTOPHAN,TRYPTOPHAN,2.01,47,faers
L-TRYPTOPHANE,TRYPTOPHAN,1.01,47,faers
L-TRYPTOPHAN,TRYPTOPHAN,12.01,47,faers
PAINSTOP (ACETAMINOPHEN\CODEINE PHOSPHATE\PROMETHAZINE HYDROCHLORIDE),ACETAMINOPHEN\CODEINE PHOSPHATE\PROMETHAZINE HYDROCHLORIDE,1.058,1,faers
VITAMIN-A,VITAMIN A,3.009,545,faers
VITAMIN  A,VITAMIN A,1.009,545,faers
VITAMIN A,VITAMIN A,43.009,545,faers
HIGH DOSE VITAMIN A,VITAMIN A,1.009,545,faers
AMEVIVE,ALEFACEPT,2.009,6,faers
ALEFACEPT,ALEFACEPT,3.009,6,faers
RAMUCRUMAB,RAMUCIRUMAB,1.011,552,faers
RAMUCIRUMAB 100MG/ML ELI LILLY,RAMUCIRUMAB,1.011,552,faers
RAMUCIRUMAB 100MG LILLY,RAMUCIRUMAB,1.011,552,faers
RAMUCIRUMAB,RAMUCIRUMAB,31.011,552,faers
EV CYRAMZA,RAMUCIRUMAB,1.011,552,faers
CYRAMZA,RAMUCIRUMAB,40.011,552,faers
"WALGREENS NICOTINE TRANSDERMAL SYSTEM PATCH CLEAR, 7MG TRANSDERMAL PAT",NICOTINE,3.008,8595,faers
"WALGREENS NICOTINE TRANSDERMAL SYSTEM PATCH CLEAR, 7MG",NICOTINE,3.008,8595,faers
WALGREENS NICOTINE TRANSDERMAL SYSTEM PATCH CLEAR,NICOTINE,2.008,8595,faers
WALGREENS LOZENGE ORIGINAL 4 MG,NICOTINE,1.008,8595,faers
WALGREEN NICOTINE,NICOTINE,21.008,8595,faers
UP AND UP NICOTINE,NICOTINE,4.008,8595,faers
THRIVE GUM UNKNOWN,NICOTINE,3.008,8595,faers
THRIVE 2 MG,NICOTINE,2.008,8595,faers
THRIVE,NICOTINE,2.008,8595,faers
TARGET NTS CLEAR 21 MG TRANSDERMAL PATCH,NICOTINE,12.008,8595,faers
TARGET NTS 14MG TRANSDERMAL PATCH,NICOTINE,3.008,8595,faers
TARGET NICOTINE,NICOTINE,15.008,8595,faers
SIMPLY RIGHT NICOTINE,NICOTINE,9.008,8595,faers
SIMPLY RIGHT CLEAR 21 MG,NICOTINE,3.008,8595,faers
RITEAID STEP 1 21MG,NICOTINE,1.008,8595,faers
RITE AID NICOTINE TRANSDERMAL SYSTEM STEP 2,NICOTINE,1.008,8595,faers
QUITX GUM,NICOTINE,1.008,8595,faers
QUITX,NICOTINE,1.008,8595,faers
PRIVATE LABEL STRENGTH UNKNOWN,NICOTINE,4.008,8595,faers
PRIVATE LABEL STEP 3 7MG ACCT UNKNOWN,NICOTINE,1.008,8595,faers
PRIVATE LABEL STEP 2 14MG ACCT UNKNOWN,NICOTINE,2.008,8595,faers
PRIVATE LABEL STEP 1 21MG ACCT UNKNOWN,NICOTINE,8.008,8595,faers
PRIVATE LABEL LOZENGE (UNKNOWN BRAND-STRENGTH) LOZENGE,NICOTINE,2.008,8595,faers
PRIVATE LABEL,NICOTINE,2.008,8595,faers
NRT INHALER,NICOTINE,1.008,8595,faers
NRT GUM,NICOTINE,1.008,8595,faers
NIQUITIN,NICOTINE,29.008,8595,faers
NICOTROL,NICOTINE,38.008,8595,faers
NICOTINE (WATSON LABORATORIES),NICOTINE,5.008,8595,faers
NICOTINE UNKNOWN BRAND TRANSDERMAL PATCH,NICOTINE,13.008,8595,faers
NICOTINE UNKNOWN BRAND MEDICATED CHEWING-GUM,NICOTINE,8.008,8595,faers
NICOTINE UNKNOWN BRAND LOZENGE,NICOTINE,3.008,8595,faers
NICOTINE UNKNOWN BRAND INHALATIONAL POWDER,NICOTINE,1.008,8595,faers
NICOTINE UNKNOWN BRAND COMPRESSED LOZENGE,NICOTINE,1.008,8595,faers
NICOTINE UNKNOWN BRAND,NICOTINE,3.008,8595,faers
NICOTINE (UNKNOWN),NICOTINE,3.008,8595,faers
NICOTINE TRANSDERMAL SYSTEM STEP 2,NICOTINE,1.008,8595,faers
NICOTINE TRANSDERMAL SYSTEM STEP 1,NICOTINE,3.008,8595,faers
NICOTINE TRANSDERMAL SYSTEM PATCH KIT,NICOTINE,2.008,8595,faers
"NICOTINE TRANSDERMAL SYSTEM, 7 MG/DAY",NICOTINE,1.008,8595,faers
"NICOTINE TRANSDERMAL SYSTEM, 21 MG/DAY",NICOTINE,1.008,8595,faers
NICOTINE TRANSDERMAL SYSTEM,NICOTINE,36.008,8595,faers
NICOTINE TRANSDERMAL PATCH,NICOTINE,20.008,8595,faers
NICOTINE SPRAY,NICOTINE,2.008,8595,faers
NICOTINE RESINATE,NICOTINE,1.008,8595,faers
NICOTINE RESIN,NICOTINE,2.008,8595,faers
NICOTINE REPLACEMENT THERAPY UNSPECIFIED,NICOTINE,1.008,8595,faers
NICOTINE POLACRILEX STOP SMOKING AID,NICOTINE,1.008,8595,faers
NICOTINE POLACRILEX COMPRESSED LOZENGE,NICOTINE,1.008,8595,faers
"NICOTINE POLACRILEX, COATED MINT FLAVOR",NICOTINE,9.008,8595,faers
"NICOTINE POLACRILEX, COATED FRUIT FLAVOR",NICOTINE,1.008,8595,faers
NICOTINE POLACRILEX,NICOTINE,25.008,8595,faers
NICOTINE PATCH (UNSPECIFIED),NICOTINE,1.008,8595,faers
NICOTINE PATCH UNKNOWN BRAND TRANSDERMAL PATCH,NICOTINE,5.008,8595,faers
NICOTINE PATCH TRANSDERMAL PATCH,NICOTINE,3.008,8595,faers
NICOTINE  PATCH TRANSDERMAL PATCH,NICOTINE,1.008,8595,faers
NICOTINE PATCHES 14 MG,NICOTINE,1.008,8595,faers
NICOTINE (NICOTINE),NICOTINE,6.008,8595,faers
NICOTINE (NCH) (NICOTINE),NICOTINE,1.008,8595,faers
NICOTINE MINI MINT 4 MG 957,NICOTINE,9.008,8595,faers
NICOTINE MINI,NICOTINE,5.008,8595,faers
NICOTINE MEDICATED CHEWING-GUM,NICOTINE,11.008,8595,faers
NICOTINE LOZENGES,NICOTINE,2.008,8595,faers
NICOTINE LOZENGE LOZENGE,NICOTINE,3.008,8595,faers
NICOTINE LOZENGE,NICOTINE,7.008,8595,faers
NICOTINELL TTS 30,NICOTINE,5.008,8595,faers
NICOTINELL PLACEBO GUM,NICOTINE,2.008,8595,faers
NICOTINELL FRUIT NICOTINE GUM,NICOTINE,2.008,8595,faers
NICOTINELL COATED GUM LIQUIRICE,NICOTINE,3.008,8595,faers
NICOTINELL,NICOTINE,36.008,8595,faers
NICOTINE INHALER,NICOTINE,1.008,8595,faers
NICOTINE GUM UNKNOWN STRENGTH UNKNOWN BRAND MEDICATED CHEWING-GUM,NICOTINE,1.008,8595,faers
NICOTINE GUM UNKNOWN STRENGTH UNKNOWN BRAND,NICOTINE,1.008,8595,faers
NICOTINE GUM MEDICATED CHEWING-GUM,NICOTINE,6.008,8595,faers
NICOTINE GUM 4MG UNKNOWN BRAND MEDICATED CHEWING-GUM,NICOTINE,2.008,8595,faers
NICOTINE GUM 4MG UNKNOWN BRAND,NICOTINE,2.008,8595,faers
NICOTINE GUM 2MG UNKNOWN BRAND MEDICATED CHEWING-GUM,NICOTINE,2.008,8595,faers
NICOTINE GUM,NICOTINE,14.008,8595,faers
NICOTINE EXTENDED RELEASE TRANSDERMAL FILM,NICOTINE,3.008,8595,faers
NICOTINE DERMAL PATCH,NICOTINE,1.008,8595,faers
NICOTINE CINNAMON SURGE OTC 4MG,NICOTINE,1.008,8595,faers
NICOTINE 4 MG MINT 873,NICOTINE,3.008,8595,faers
NICOTINE 2 MG MINT 344,NICOTINE,1.008,8595,faers
NICOTINE 12063/0068 2 MG,NICOTINE,1.008,8595,faers
NICOTINE                           /01033302/,NICOTINE,2.008,8595,faers
NICOTINE.,NICOTINE,37.008,8595,faers
NICORETTE WHITE ICE MINT,NICOTINE,25.008,8595,faers
NICORETTE QUICKMIST NICO-SPRAY,NICOTINE,1.008,8595,faers
NICORETTE QUICKMIST MOUTHSPRAY,NICOTINE,1.008,8595,faers
NICORETTE QUICKMIST 1MG NICO-SPRAY,NICOTINE,1.008,8595,faers
NICORETTE QUICKMIST 1MG,NICOTINE,1.008,8595,faers
NICORETTE QUICKMIST,NICOTINE,12.008,8595,faers
NICORETTE PFLASTER,NICOTINE,1.008,8595,faers
NICORETTE ORIGINAL,NICOTINE,1.008,8595,faers
NICORETTE MINT,NICOTINE,19.008,8595,faers
NICORETTE INVISI,NICOTINE,2.008,8595,faers
NICORETTE FRUIT CHILL,NICOTINE,30.008,8595,faers
NICORETTE FRESH MINT,NICOTINE,18.008,8595,faers
NICORETTE CINNAMON SURGE,NICOTINE,29.008,8595,faers
NICORETTE,NICOTINE,37.008,8595,faers
NICORELIEF,NICOTINE,1.008,8595,faers
NICOPATCH,NICOTINE,22.008,8595,faers
NICOPASS,NICOTINE,3.008,8595,faers
NICODERM STEP 3 CLEAR,NICOTINE,1.008,8595,faers
NICODERM CQ,NICOTINE,41.008,8595,faers
NICABATE CQ,NICOTINE,3.008,8595,faers
NICABATE,NICOTINE,6.008,8595,faers
MISCELLANEOUS NRT PRODUCTS TRANSDERMAL PATCH,NICOTINE,1.008,8595,faers
MEMBERS MARK NICOTINE,NICOTINE,3.008,8595,faers
LOZENGE,NICOTINE,2.008,8595,faers
KROGER STEP 1 21 MG,NICOTINE,1.008,8595,faers
KROGER NICOTINE,NICOTINE,6.008,8595,faers
K-MART STEP 1 21 MG 14,NICOTINE,1.008,8595,faers
HABITROL,NICOTINE,37.008,8595,faers
GENERIC NICOTINE PATCH,NICOTINE,1.008,8595,faers
EXODUS//NICOTINE,NICOTINE,2.008,8595,faers
EQUATE NICOTINE,NICOTINE,29.008,8595,faers
E-LIQUIDS FOR ELECTRONIC CIGARETTES,NICOTINE,1.008,8595,faers
ELECTRONIC CIGARETTE (NICOTINE),NICOTINE,2.008,8595,faers
ELECTRONIC CIGARETTE,NICOTINE,1.008,8595,faers
E-CIGARETTE,NICOTINE,1.008,8595,faers
CVS NICOTINE,NICOTINE,2.008,8595,faers
CONTROL STEP 3 7 MG,NICOTINE,2.008,8595,faers
CONTROL STEP 2 14MG,NICOTINE,5.008,8595,faers
CONTROL STEP 1 21MG,NICOTINE,6.008,8595,faers
COMMIT,NICOTINE,7.008,8595,faers
CIGARETTES,NICOTINE,2.008,8595,faers
CIGANON CLEAR1,NICOTINE,1.008,8595,faers
BLINDED NICOTINE,NICOTINE,5.008,8595,faers
BECLABUVIR,BECLABUVIR,2.01,2,faers
FLUTEMETAMOL [F18] INJECTION,FLUTEMETAMOL F-18,3.017,6,faers
FRUCTOSEDIPHOSPHATE SODIUM,FOSFRUCTOSE,2.011,2,faers
IMUREL (UNKNOWN) (AZATHIOPRINE),AZATHIOPRINE SODIUM,1.019,256,faers
IMUREL (AZATHIOPRINE) FORMULATION UNKNOWN,AZATHIOPRINE SODIUM,1.019,256,faers
IMUREL (AZATHIOPRINE) (AZATHIOPRINE),AZATHIOPRINE SODIUM,1.019,256,faers
IMUREL (AZATHIOPRIN),AZATHIOPRINE SODIUM,1.019,256,faers
IMUREL /00001501/,AZATHIOPRINE SODIUM,5.019,256,faers
IMUREL                             /00001501/,AZATHIOPRINE SODIUM,24.019,256,faers
IMUREL,AZATHIOPRINE SODIUM,42.019,256,faers
BLINDED AZATHIOPRINE SODIUM,AZATHIOPRINE SODIUM,1.019,256,faers
MK-5172A,ELBASVIR\GRAZOPREVIR ANHYDROUS,4.03,9,faers
PEPTO-BISMOL,BISMUTH SUBSALICYLATE\CALCIUM CARBONATE,40.039,257,faers
NORBUPRENORPHINE,NORBUPRENORPHINE,1.016,1,faers
"TENOFOVIR (TENOFOVIR), UNKNOWN",TENOFOVIR,1.009,503,faers
TENOFOVIR (TENOFOVIR) UNKNOWN,TENOFOVIR,22.009,503,faers
TENOFOVIR,TENOFOVIR,44.009,503,faers
BLINDED TENOFOVIR,TENOFOVIR,1.009,503,faers
BELLADONNA AND OPIUM,ATROPA BELLADONNA\OPIUM,2.023,2,faers
MAGNESIUM-ROUGIER,MAGNESIUM GLUCEPTATE,1.02,4,faers
MAGNESIUM GLUCEPTATE,MAGNESIUM GLUCEPTATE,3.02,4,faers
SODIUM CROMOGLYCATE,CROMOLYN SODIUM,5.015,276,faers
OPTICRON,CROMOLYN SODIUM,3.015,276,faers
OPTICROM,CROMOLYN SODIUM,3.015,276,faers
"NATRIUMCROMOGLICAAT 20 MG/ML TEVA, NEUSSPRAY",CROMOLYN SODIUM,1.015,276,faers
NASALCROM,CROMOLYN SODIUM,21.015,276,faers
INTAL,CROMOLYN SODIUM,39.015,276,faers
GASTROCROM,CROMOLYN SODIUM,7.015,276,faers
CROMOLYN SODIUM - USP (WARRICK),CROMOLYN SODIUM,1.015,276,faers
CROMOLYN SODIUM ORAL SOLUTION,CROMOLYN SODIUM,5.015,276,faers
CROMOLYN SODIUM ORAL CONCENTRATE,CROMOLYN SODIUM,2.015,276,faers
CROMOLYN SODIUM OPHTHALMIC SOLUTION USP 4%,CROMOLYN SODIUM,1.015,276,faers
CROMOLYN SODIUM NASAL SOLUTION USP,CROMOLYN SODIUM,9.015,276,faers
CROMOLYN SODIUM.,CROMOLYN SODIUM,23.015,276,faers
CROMOGLICATE SODIUM,CROMOLYN SODIUM,12.015,276,faers
CROMOGLICATE,CROMOLYN SODIUM,1.015,276,faers
CROMABAK,CROMOLYN SODIUM,2.015,276,faers
VERSED,MIDAZOLAM HYDROCHLORIDE,42.023,340,faers
MIDAZOLAM (INTRAVENOUS),MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
MIDAZOLAM HYDROCHLORIDE INJECTION,MIDAZOLAM HYDROCHLORIDE,10.023,340,faers
MIDAZOLAM HYDROCHLORIDE.,MIDAZOLAM HYDROCHLORIDE,20.023,340,faers
MIDAZOLAM HYDROCH,MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
MIDAZOLAM HCL,MIDAZOLAM HYDROCHLORIDE,15.023,340,faers
MIDANIUM,MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
DORMONID (ORAL),MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
DORMICUM (MIDAZOLAM HYDROCHLORIDE),MIDAZOLAM HYDROCHLORIDE,4.023,340,faers
DORMICUM (MIDAZOLAM),MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
DORMICUM (INJ),MIDAZOLAM HYDROCHLORIDE,4.023,340,faers
BENZOSED,MIDAZOLAM HYDROCHLORIDE,1.023,340,faers
"OMEGA-3 (DOCOSAHEXANOIC ACID, EICOSAPENTAENOIC ACID)",DOCONEXENT\ICOSAPENT,1.02,5,faers
EICOSAPENTAENOIC ACID-DOCOSAHEXAENOIC ACID (EPA-DHA),DOCONEXENT\ICOSAPENT,1.02,5,faers
DOCOSAHEXAENOIC ACID W/EICOSAPENTAENOIC ACID,DOCONEXENT\ICOSAPENT,1.02,5,faers
DOCOSAHEXAENOIC ACID/EICOSAPENTAENOIC ACID,DOCONEXENT\ICOSAPENT,2.02,5,faers
TREPROSTINIL SODIUM (SQ/IV),TREPROSTINIL SODIUM,13.019,60,faers
TREPROSTINIL SODIUM (INHALED),TREPROSTINIL SODIUM,4.019,60,faers
TREPROSTINIL SODIUM,TREPROSTINIL SODIUM,7.019,60,faers
TREPOSTINIL SODIUM (SO/IV) (TREPROSTINIL SODIUM) INJECTION,TREPROSTINIL SODIUM,1.019,60,faers
BLINDED TREPROSTINIL SODIUM (SQ/IV),TREPROSTINIL SODIUM,4.019,60,faers
TANATRIL (IMIDAPRIL HYDROCHLORIDE),IMIDAPRIL HYDROCHLORIDE,4.023,38,faers
IMIDAPRIL HYDROCHLORIDE,IMIDAPRIL HYDROCHLORIDE,24.023,38,faers
FLUCAM,AMPIROXICAM,4.011,5,faers
AMPIROAM,AMPIROXICAM,1.011,5,faers
TRIPROLIDINE,TRIPROLIDINE,4.012,4,faers
DROMOSTANOLONE PROPIONATE,DROMOSTANOLONE PROPIONATE,1.025,2,faers
DROMOSTANOLONE,DROMOSTANOLONE PROPIONATE,1.025,2,faers
EVENING PRIMROSE OIL,EVENING PRIMROSE OIL,39.02,124,faers
CHLOROFORM,CHLOROFORM,2.01,3,faers
ASPERGILLUS FUMIGATUS.,ASPERGILLUS FUMIGATUS,11.021,14,faers
ASPERGILLIUS 0.5 ML,ASPERGILLUS FUMIGATUS,1.021,14,faers
FAVIPIRAVIR,FAVIPIRAVIR,1.011,3,faers
ULUNAR BREEZHALER,GLYCOPYRROLATE\INDACATEROL MALEATE,5.034,6,faers
UNITUXIN,DINUTUXIMAB,5.011,17,faers
NCI-CH14.18,DINUTUXIMAB,1.011,17,faers
DINUTUXIMAB,DINUTUXIMAB,1.011,17,faers
CH14.18 (UT-CH14.18 / NCI-CH14.18) INFUSION,DINUTUXIMAB,3.011,17,faers
COLESTIPOL HYDROCHLORIDE.,COLESTIPOL HYDROCHLORIDE,13.024,156,faers
COLESTIPOL HCL,COLESTIPOL HYDROCHLORIDE,29.024,156,faers
COLESTID,COLESTIPOL HYDROCHLORIDE,32.024,156,faers
PYRETHRINS,PYRETHRUM EXTRACT,1.017,1,faers
UNIPHYLLIN CONTINUS TABLETS 400 MG,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
UNIPHYLLIN CONTINUS TABLETS 200 MG,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
UNIPHYLLIN CONTINUS,THEOPHYLLINE ANHYDROUS,16.022,1259,faers
"UNIPHYLLIN 400 MG, RETARDTABLETTEN",THEOPHYLLINE ANHYDROUS,1.022,1259,faers
UNIPHYLLIN,THEOPHYLLINE ANHYDROUS,17.022,1259,faers
UNIPHYL LA TABLETS,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
UNIPHYL LA,THEOPHYLLINE ANHYDROUS,11.022,1259,faers
UNIPHYLLA,THEOPHYLLINE ANHYDROUS,8.022,1259,faers
UNIPHYL,THEOPHYLLINE ANHYDROUS,29.022,1259,faers
UNICON,THEOPHYLLINE ANHYDROUS,4.022,1259,faers
TROMPHYLLIN,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEOSPIREX,THEOPHYLLINE ANHYDROUS,8.022,1259,faers
THEOPHYLLINUM BAXTER,THEOPHYLLINE ANHYDROUS,2.022,1259,faers
THEOPHYLLINE (UNKNOWN),THEOPHYLLINE ANHYDROUS,3.022,1259,faers
THEOPHYLLINE (THEOPHYLLINE),THEOPHYLLINE ANHYDROUS,6.022,1259,faers
THEOPHYLLINE TAB.TYK,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEOPHYLLINE SUSTAINED RELEASE,THEOPHYLLINE ANHYDROUS,2.022,1259,faers
THEOPHYLLINE SR,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEOPHYLLINE EXTENDED RELEASE,THEOPHYLLINE ANHYDROUS,4.022,1259,faers
THEOPHYLLINE ER,THEOPHYLLINE ANHYDROUS,16.022,1259,faers
THEOPHYLLINE CR,THEOPHYLLINE ANHYDROUS,2.022,1259,faers
THEOPHYLLINE ANHYDROUS.,THEOPHYLLINE ANHYDROUS,8.022,1259,faers
THEOPHYLLINE 200 MG,THEOPHYLLINE ANHYDROUS,2.022,1259,faers
"THEOPHYLLINE (040086, 087571 RHODES)",THEOPHYLLINE ANHYDROUS,3.022,1259,faers
THEOPHYLLINE,THEOPHYLLINE ANHYDROUS,32.022,1259,faers
THEOPHYLLIN,THEOPHYLLINE ANHYDROUS,21.022,1259,faers
THEOPHYLINE XR (THEOPHYLINE) UNKNOWN,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEOPHYLINE,THEOPHYLLINE ANHYDROUS,3.022,1259,faers
THEOLONG,THEOPHYLLINE ANHYDROUS,21.022,1259,faers
THEOLAIR,THEOPHYLLINE ANHYDROUS,6.022,1259,faers
THEO-DUR,THEOPHYLLINE ANHYDROUS,37.022,1259,faers
THEODRIP INTRAVENOUS INFUSION 200MG,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEOCHRON,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
THEO-24,THEOPHYLLINE ANHYDROUS,14.022,1259,faers
THEO,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
TEOTARD,THEOPHYLLINE ANHYDROUS,8.022,1259,faers
TEOKAP,THEOPHYLLINE ANHYDROUS,3.022,1259,faers
SLO-PHYLLIN,THEOPHYLLINE ANHYDROUS,3.022,1259,faers
SLO-BID,THEOPHYLLINE ANHYDROUS,5.022,1259,faers
NUELIN-SR,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
NUELIN SR,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
NUELIN SA,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
NUELIN                             /00012201/,THEOPHYLLINE ANHYDROUS,2.022,1259,faers
NON-PMN THEOPHYLLINE,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
NEULIN SR,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
LABID,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
EUPHYLONG,THEOPHYLLINE ANHYDROUS,9.022,1259,faers
EUPHYLLINE (THEOPHYLLINE),THEOPHYLLINE ANHYDROUS,1.022,1259,faers
EUPHYLLINE /00012201/,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
BRONCHORETARD,THEOPHYLLINE ANHYDROUS,1.022,1259,faers
BLINDED THEOPHYLLINE CR TABLET 200 MG,THEOPHYLLINE ANHYDROUS,11.022,1259,faers
PYRIDOSTIGMINE BROMIDE.,PYRIDOSTIGMINE BROMIDE,30.022,307,faers
MESTINON,PYRIDOSTIGMINE BROMIDE,40.022,307,faers
TELZIR,FOSAMPRENAVIR CALCIUM,16.021,104,faers
LEXIVA,FOSAMPRENAVIR CALCIUM,31.021,104,faers
FOSAMPRENAVIR/FOSAMPRENAVIR CALCIUM,FOSAMPRENAVIR CALCIUM,1.021,104,faers
FOSAMPRENAVIR CALCIUM,FOSAMPRENAVIR CALCIUM,5.021,104,faers
STOOL SOFTENER WITH LAXATIVE,DOCUSATE SODIUM\SENNOSIDES A AND B,1.034,44,faers
"SENOKOT (DOCUSATE SODIUM, SENNOSIDE A PLUS B)",DOCUSATE SODIUM\SENNOSIDES A AND B,2.034,44,faers
SENOKOT                            /00936101/,DOCUSATE SODIUM\SENNOSIDES A AND B,5.034,44,faers
SENEXON-S,DOCUSATE SODIUM\SENNOSIDES A AND B,8.034,44,faers
DOCUSATE SODIUM W/SENNOSIDE A+B,DOCUSATE SODIUM\SENNOSIDES A AND B,7.034,44,faers
DOCUSATE PLUS SENNA,DOCUSATE SODIUM\SENNOSIDES A AND B,12.034,44,faers
FERRALET 90,ASCORBIC ACID\CYANOCOBALAMIN\DOCUSATE SODIUM\FOLIC ACID\IRON,2.06,2,faers
MODANE /06372101/,CALCIUM PANTOTHENATE\SENNA LEAF,1.031,3,faers
MODANE,CALCIUM PANTOTHENATE\SENNA LEAF,2.031,3,faers
PROGYNOVA                          /00045402/,ESTRADIOL VALERATE,3.018,89,faers
PROGYNOVA,ESTRADIOL VALERATE,16.018,89,faers
OESTRADIOL VALERATE,ESTRADIOL VALERATE,2.018,89,faers
MERIMONO,ESTRADIOL VALERATE,2.018,89,faers
"ESTRADIOL VALERATE INJECTION, USP (0870-05)",ESTRADIOL VALERATE,1.018,89,faers
ESTRADIOL VALERATE (ESTRADIOL VALERATE),ESTRADIOL VALERATE,1.018,89,faers
ESTRADIOL VALERATE.,ESTRADIOL VALERATE,18.018,89,faers
DELESTROGEN,ESTRADIOL VALERATE,14.018,89,faers
CLIMAVAL,ESTRADIOL VALERATE,6.018,89,faers
